Description	NES_A549	NES_Calu-3	NES_HepG2	NES_U937	p.adjust_A549	p.adjust_Calu-3	p.adjust_HepG2	p.adjust_U937
regulation of phospholipid biosynthetic process	NA	1.70639108997076	-1.6649026112483	NA	NA	0.0178191546523678	0.0293029125932238	NA
C4-dicarboxylate transport	NA	1.68038108373768	NA	NA	NA	0.0179340510639628	NA	NA
regulation of astrocyte differentiation	NA	1.67992455820025	-1.57414968603628	NA	NA	0.0179340510639628	0.042991015202609	NA
protein insertion into ER membrane by stop-transfer membrane-anchor sequence	NA	1.72365298953479	NA	NA	NA	0.017961021235619	NA	NA
striated muscle adaptation	NA	1.67735370318399	NA	NA	NA	0.017961021235619	NA	NA
lactone metabolic process	NA	1.73833391740724	NA	NA	NA	0.0180256926229686	NA	NA
positive regulation of T-helper cell differentiation	NA	1.74581808369723	NA	NA	NA	0.0181240949349994	NA	NA
regulation of protein K63-linked ubiquitination	NA	1.72344047637141	NA	NA	NA	0.0181802362615378	NA	NA
chondrocyte differentiation involved in endochondral bone morphogenesis	NA	1.72266118648396	-1.62731896214624	NA	NA	0.0181802362615378	0.0402282863987631	NA
hepatocyte growth factor receptor signaling pathway	NA	1.72272735365525	NA	NA	NA	0.018312591615231	NA	NA
protein-DNA complex disassembly	NA	1.7430195544904	NA	1.83901830921874	NA	0.0183541554157256	NA	0.00408481936983085
negative regulation of protein localization to nucleus	NA	1.64086981344548	NA	1.66354316031725	NA	0.0183736066575658	NA	0.013436879026303
metanephros morphogenesis	NA	1.66360394398416	-1.67449036060765	NA	NA	0.0184685364765153	0.0234753546315453	NA
vitamin biosynthetic process	NA	1.66021716850755	NA	NA	NA	0.0184685364765153	NA	NA
skin morphogenesis	NA	1.71876111483054	NA	NA	NA	0.0186039564879533	NA	NA
cellular response to mineralocorticoid stimulus	NA	1.71457578211988	NA	NA	NA	0.0186039564879533	NA	NA
positive regulation of immunoglobulin production	NA	1.63754619326737	NA	1.70851325137145	NA	0.0186439486377825	NA	0.00541341548487986
embryonic eye morphogenesis	NA	1.72180947592004	-1.6233931707752	1.60813490447122	NA	0.0186648951146738	0.0391490344930392	0.0160032846037032
regulation of post-transcriptional gene silencing by regulatory ncRNA	NA	1.72140613470123	NA	1.64410513860614	NA	0.0186648951146738	NA	0.0131047021924212
cell proliferation involved in heart morphogenesis	NA	1.73291669480114	NA	NA	NA	0.0186651336539423	NA	NA
regulation of cell proliferation involved in heart morphogenesis	NA	1.73291669480114	NA	NA	NA	0.0186651336539423	NA	NA
regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	NA	1.6807123756055	NA	NA	NA	0.0186659022722319	NA	NA
protein mannosylation	NA	1.74034336637513	NA	NA	NA	0.0187721616429743	NA	NA
acidic amino acid transport	NA	1.57474417197112	NA	NA	NA	0.0188697879593401	NA	NA
response to estrogen	NA	1.57311565893082	NA	NA	NA	0.0188697879593401	NA	NA
mitral valve development	NA	1.69674720931208	NA	1.78999310374989	NA	0.0188959511919621	NA	0.00666812870696077
mitral valve morphogenesis	NA	1.69674720931208	NA	1.78999310374989	NA	0.0188959511919621	NA	0.00666812870696077
regulation of odontogenesis	NA	1.73136596720883	NA	NA	NA	0.0191066536092017	NA	NA
Golgi vesicle budding	NA	1.71528305250858	NA	NA	NA	0.0191581081634315	NA	NA
insulin metabolic process	NA	1.70866721948291	NA	NA	NA	0.0192541477904464	NA	NA
reticulophagy	NA	1.68309090141479	NA	NA	NA	0.0193099980256495	NA	NA
regulation of animal organ formation	NA	1.70400841437144	-1.7383847364585	NA	NA	0.0193172669700551	0.0218263853656756	NA
positive regulation of hippo signaling	NA	1.67583633420986	NA	NA	NA	0.0193293056922429	NA	NA
neuron maturation	NA	1.62844204668151	NA	NA	NA	0.0194849827786547	NA	NA
regulation of muscle tissue development	NA	1.70541458718782	-1.56970881118916	NA	NA	0.0195093262472003	0.0444102485035632	NA
muscle hypertrophy in response to stress	NA	1.70088870047809	NA	NA	NA	0.0195093262472003	NA	NA
cardiac muscle adaptation	NA	1.70088870047809	NA	NA	NA	0.0195093262472003	NA	NA
cardiac muscle hypertrophy in response to stress	NA	1.70088870047809	NA	NA	NA	0.0195093262472003	NA	NA
vascular wound healing	NA	1.70071506616256	NA	NA	NA	0.0195093262472003	NA	NA
eye photoreceptor cell differentiation	NA	1.6427912010277	-1.64127592625767	NA	NA	0.0195093262472003	0.0292384775189307	NA
interleukin-4-mediated signaling pathway	NA	1.71402353534628	NA	1.60256887039985	NA	0.0195505304987033	NA	0.0317256207446285
notochord development	NA	1.67425234725556	NA	NA	NA	0.0196802253874544	NA	NA
positive regulation of membrane protein ectodomain proteolysis	NA	1.7239012574838	-1.65907320194266	1.6541841275767	NA	0.0197146472502124	0.0345921364406987	0.0198153316056153
intracellular zinc ion homeostasis	NA	1.65508813338617	NA	NA	NA	0.0198446458706061	NA	NA
cellular response to interleukin-6	NA	1.6547571121536	NA	1.69637694286408	NA	0.0200781337719527	NA	0.00784197649243078
response to ether	NA	1.71919133098993	NA	NA	NA	0.020166032369622	NA	NA
fatty acid derivative catabolic process	NA	1.71693597527989	NA	NA	NA	0.020166032369622	NA	NA
neurotrophin TRK receptor signaling pathway	NA	1.67855782573459	-2.076638010025	1.68707287283953	NA	0.0201838668283832	0.000240977754675094	0.0126756297241303
ether metabolic process	NA	1.67143466215787	NA	NA	NA	0.0202738144774233	NA	NA
immunological memory process	NA	1.68756159935919	NA	NA	NA	0.0203667628476796	NA	NA
commissural neuron axon guidance	NA	1.68137066887244	NA	1.64730431302541	NA	0.0203667628476796	NA	0.0195347618454834
microtubule anchoring at centrosome	NA	1.67785047667319	NA	1.65926672290387	NA	0.0203667628476796	NA	0.0228892034210581
Golgi ribbon formation	NA	1.70499659776259	NA	NA	NA	0.0204382559330242	NA	NA
regulation of neuron migration	NA	1.58495668458252	-1.56052949278734	1.82712686881426	NA	0.0204701636753662	0.042235392184367	0.001158353687488
regulation of cellular response to oxidative stress	NA	1.73138399488721	NA	NA	NA	0.020490246070198	NA	NA
branched-chain amino acid catabolic process	NA	1.7313583896441	NA	NA	NA	0.020490246070198	NA	NA
detection of biotic stimulus	NA	1.65074148178844	NA	NA	NA	0.020490246070198	NA	NA
branching involved in salivary gland morphogenesis	NA	1.69617154907123	NA	NA	NA	0.0205610835489522	NA	NA
phosphate ion transport	NA	1.67629880818778	NA	NA	NA	0.020586271162221	NA	NA
positive regulation of fatty acid biosynthetic process	NA	1.70961584466088	NA	NA	NA	0.020773907037067	NA	NA
microvillus assembly	NA	1.70939300071351	-1.69692107985568	NA	NA	0.020773907037067	0.0257499002603842	NA
positive regulation of calcium ion transport	NA	1.51713495281758	NA	1.54502473193784	NA	0.0210029988345772	NA	0.0138559017571124
inner dynein arm assembly	NA	-1.74380987247977	NA	NA	NA	0.0210152996874148	NA	NA
negative regulation of calcium-mediated signaling	NA	1.67885581506459	NA	NA	NA	0.0210277471090046	NA	NA
mucus secretion	NA	1.66163364606124	NA	NA	NA	0.0210277471090046	NA	NA
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	NA	1.65606016657137	NA	NA	NA	0.0210961435199618	NA	NA
angiotensin-activated signaling pathway	NA	1.70248089511241	NA	NA	NA	0.0211922412047864	NA	NA
positive regulation of cholesterol metabolic process	NA	1.66120706930302	NA	NA	NA	0.0212370138812054	NA	NA
peroxisome proliferator activated receptor signaling pathway	NA	1.68878498109968	NA	NA	NA	0.0214146672101318	NA	NA
determination of heart left/right asymmetry	NA	1.56075125878298	NA	1.49853840486329	NA	0.0214146672101318	NA	0.0320931341439268
protein targeting to peroxisome	NA	1.70363114548019	NA	NA	NA	0.0214335644143825	NA	NA
norepinephrine metabolic process	NA	1.70327591762866	NA	NA	NA	0.0214335644143825	NA	NA
regulation of lamellipodium morphogenesis	NA	1.70272518517571	NA	1.53595035616028	NA	0.0216360268062209	NA	0.0495218796206752
macromolecule depalmitoylation	NA	1.65421727996084	NA	NA	NA	0.0216592795296092	NA	NA
dopaminergic neuron differentiation	NA	1.69814109802972	NA	NA	NA	0.0216685599217676	NA	NA
positive regulation of JUN kinase activity	NA	1.66187050681012	NA	NA	NA	0.021718026530581	NA	NA
response to aldosterone	NA	1.70006959854242	NA	NA	NA	0.0218180672696324	NA	NA
purine nucleoside monophosphate catabolic process	NA	1.70144793726316	NA	NA	NA	0.0218320860475072	NA	NA
purine ribonucleoside monophosphate catabolic process	NA	1.70144793726316	NA	NA	NA	0.0218320860475072	NA	NA
positive regulation of organ growth	NA	1.61315859266802	NA	NA	NA	0.0219051470916879	NA	NA
negative regulation of synaptic transmission	NA	1.60924096318493	NA	1.56521301462363	NA	0.0219787889388053	NA	0.0144942431049029
regulation of endothelial cell chemotaxis	NA	1.66345672329264	NA	NA	NA	0.0220158297802265	NA	NA
regulation of development, heterochronic	NA	1.7012605162062	NA	1.75003422646741	NA	0.0220332252176917	NA	0.0100942340379946
response to immobilization stress	NA	1.64814753332114	NA	1.63980610501191	NA	0.0220674676144936	NA	0.0196842586930702
apoptotic process involved in development	NA	1.65078884268166	NA	NA	NA	0.0220865929783367	NA	NA
positive regulation of smooth muscle cell differentiation	NA	1.65975436283087	NA	NA	NA	0.0222032677010916	NA	NA
IMP metabolic process	NA	1.6725326710269	-1.76703919211551	1.91947763554278	NA	0.0222793017042139	0.0138924174506565	0.00180865832543107
negative regulation of cardiac muscle cell apoptotic process	NA	1.64695805103237	NA	NA	NA	0.0222793017042139	NA	NA
phosphate ion transmembrane transport	NA	1.66616036524359	NA	NA	NA	0.0224079197764064	NA	NA
regulation of antigen processing and presentation	NA	1.65597241235705	NA	NA	NA	0.0224079197764064	NA	NA
positive regulation of bone resorption	NA	1.69327124995068	NA	NA	NA	0.0224150590061547	NA	NA
cellular response to lithium ion	NA	1.69541470601599	NA	NA	NA	0.0224212711592837	NA	NA
renal absorption	NA	1.68918137304802	NA	NA	NA	0.0225173710017169	NA	NA
inorganic anion transmembrane transport	NA	1.45895716722901	NA	NA	NA	0.0225465207905685	NA	NA
regulation of hormone biosynthetic process	NA	1.7187973360341	NA	NA	NA	0.0225891165860089	NA	NA
terpenoid metabolic process	NA	1.50300649369764	NA	NA	NA	0.0226766230645806	NA	NA
intracellular sterol transport	NA	1.64369766102733	NA	NA	NA	0.0226802588397619	NA	NA
regulation of membrane depolarization	NA	1.63066739457915	-1.5754831320162	NA	NA	0.0226802588397619	0.0444102485035632	NA
presynapse assembly	NA	1.6296580349519	NA	NA	NA	0.0228008103441995	NA	NA
central nervous system myelination	NA	1.6588010197364	NA	NA	NA	0.0228115717696431	NA	NA
axon ensheathment in central nervous system	NA	1.6588010197364	NA	NA	NA	0.0228115717696431	NA	NA
microglial cell activation	NA	1.63662382934531	NA	NA	NA	0.0228635548463774	NA	NA
outer dynein arm assembly	NA	-1.76051602972043	NA	NA	NA	0.0229295316154961	NA	NA
positive regulation of glycoprotein metabolic process	NA	1.64336850105978	NA	NA	NA	0.0231944574054092	NA	NA
regulation of endocytic recycling	NA	1.6428193375292	NA	NA	NA	0.0231944574054092	NA	NA
positive regulation of dendrite development	NA	1.68778910073878	NA	NA	NA	0.02357232293918	NA	NA
dopamine transport	NA	1.68172288169691	-1.7549124821512	NA	NA	0.0235957904635863	0.0187818250343062	NA
intracellular transport of virus	NA	1.69163896642679	NA	NA	NA	0.0236111335047203	NA	NA
trachea morphogenesis	NA	1.69156812093271	-1.81239022389523	NA	NA	0.0236111335047203	0.0072436189241836	NA
postsynaptic actin cytoskeleton organization	NA	1.68611891013394	NA	NA	NA	0.0236111335047203	NA	NA
T-helper 17 cell lineage commitment	NA	1.71496746821082	NA	1.56959977607282	NA	0.0236236043173437	NA	0.0320931341439268
alanine transport	NA	1.66390280550337	NA	NA	NA	0.0237157786170525	NA	NA
positive regulation of synapse assembly	NA	1.58417552089532	-1.7139632048613	1.76352676039056	NA	0.0237272608417203	0.0113826090740678	0.00240687680689002
transcytosis	NA	1.6333333345614	NA	1.71307814142155	NA	0.0238421672559162	NA	0.0135383176925847
negative regulation of striated muscle cell apoptotic process	NA	1.64513486302574	NA	NA	NA	0.0239840010732235	NA	NA
leukocyte aggregation	NA	1.67920463336751	NA	NA	NA	0.0240320377914337	NA	NA
atrioventricular valve morphogenesis	NA	1.63225976065512	-1.63806385544031	1.70246656617482	NA	0.0241422036366396	0.0292384775189307	0.00968825021931689
pigment granule localization	NA	1.6322294354487	NA	NA	NA	0.0241422036366396	NA	NA
branching involved in labyrinthine layer morphogenesis	NA	1.68414078006576	-1.91719653258152	NA	NA	0.0241774350765451	0.00717458401532912	NA
negative regulation of cell killing	NA	1.64926497979649	NA	NA	NA	0.0242225191012829	NA	NA
peroxisomal membrane transport	NA	1.71338069669195	NA	NA	NA	0.0242442764885144	NA	NA
peroxisomal transport	NA	1.71338069669195	NA	NA	NA	0.0242442764885144	NA	NA
synaptic vesicle fusion to presynaptic active zone membrane	NA	1.64405584874098	NA	NA	NA	0.0243701823372654	NA	NA
vesicle fusion to plasma membrane	NA	1.64405584874098	NA	NA	NA	0.0243701823372654	NA	NA
regulation of endocrine process	NA	1.67367668794702	-1.61055733868826	NA	NA	0.0245923530906105	0.0321828129445175	NA
regulation of monocyte differentiation	NA	1.67597539666222	-1.76150778930677	NA	NA	0.0246406250193807	0.0106096324504562	NA
negative regulation of humoral immune response	NA	1.67542813842093	NA	NA	NA	0.0246406250193807	NA	NA
nucleosome disassembly	NA	1.66769454227205	NA	1.80390665565298	NA	0.0246406250193807	NA	0.00360980714361536
monocyte chemotactic protein-1 production	NA	1.66596820170243	-1.65931797931527	NA	NA	0.0246406250193807	0.0311773245268002	NA
regulation of monocyte chemotactic protein-1 production	NA	1.66596820170243	-1.65931797931527	NA	NA	0.0246406250193807	0.0311773245268002	NA
ectodermal placode formation	NA	1.65525475621532	NA	NA	NA	0.0248068409892348	NA	NA
ectodermal placode morphogenesis	NA	1.65525475621532	NA	NA	NA	0.0248068409892348	NA	NA
regulation of ER to Golgi vesicle-mediated transport	NA	1.69140445420785	NA	NA	NA	0.0248483098917441	NA	NA
Golgi to endosome transport	NA	1.64864447067573	NA	1.65997362240078	NA	0.0249299418209335	NA	0.0150782214775291
positive regulation of nitric-oxide synthase biosynthetic process	NA	1.67133073898426	NA	NA	NA	0.0249350837414211	NA	NA
positive regulation of monocyte chemotactic protein-1 production	NA	1.67030018754562	NA	NA	NA	0.0249350837414211	NA	NA
positive regulation of receptor recycling	NA	1.66836844623154	NA	NA	NA	0.0249350837414211	NA	NA
positive regulation of triglyceride biosynthetic process	NA	1.66806980438554	-1.84689765305511	NA	NA	0.0249350837414211	0.00652535497645473	NA
positive regulation of interleukin-12 production	NA	1.66429803919612	NA	NA	NA	0.0250258465830724	NA	NA
acetylcholine receptor signaling pathway	NA	1.6468967377431	NA	NA	NA	0.025295938879932	NA	NA
negative regulation of axonogenesis	NA	1.62629357583659	-1.73544577231501	1.64333055909235	NA	0.025295938879932	0.00998100454568161	0.0106687045813329
craniofacial suture morphogenesis	NA	1.63988074998507	NA	NA	NA	0.0253328894694628	NA	NA
hypotonic response	NA	1.63965550603154	NA	1.58359367097952	NA	0.0253328894694628	NA	0.0353075596397076
regulation of phospholipase activity	NA	1.66650053153777	NA	NA	NA	0.0253423627982755	NA	NA
nephron tubule epithelial cell differentiation	NA	1.66365024033868	NA	NA	NA	0.0253423627982755	NA	NA
negative regulation of cell junction assembly	NA	1.6438453104623	NA	NA	NA	0.0257290106056125	NA	NA
regulation of steroid hormone biosynthetic process	NA	1.66178517925254	NA	NA	NA	0.025787454742861	NA	NA
atrioventricular valve development	NA	1.63309136004569	-1.63806385544031	1.67282515284612	NA	0.0259585898741793	0.0292384775189307	0.015424657475022
cell proliferation in hindbrain	NA	1.64955484782069	NA	NA	NA	0.0260029849726257	NA	NA
cell proliferation in external granule layer	NA	1.64955484782069	NA	NA	NA	0.0260029849726257	NA	NA
cerebellar granule cell precursor proliferation	NA	1.64955484782069	NA	NA	NA	0.0260029849726257	NA	NA
ubiquitin-dependent protein catabolic process via the C-end degron rule pathway	NA	1.64924352583159	NA	NA	NA	0.0260029849726257	NA	NA
neuromuscular process controlling posture	NA	1.64328231689482	NA	NA	NA	0.0260691142778802	NA	NA
response to interleukin-17	NA	1.64220349156116	-1.76139826039781	NA	NA	0.0260691142778802	0.0161550113539682	NA
cellular response to interleukin-17	NA	1.64220349156116	-1.76139826039781	NA	NA	0.0260691142778802	0.0161550113539682	NA
neutrophil mediated immunity	NA	1.64110004611104	NA	1.55548027257034	NA	0.0261138419390297	NA	0.0296839466404455
negative regulation of leukocyte mediated cytotoxicity	NA	1.69979128682294	NA	1.54759533955401	NA	0.0262945655328498	NA	0.039362746366855
chondrocyte proliferation	NA	1.63221140165416	-1.63616617995602	1.74479477334925	NA	0.0262945655328498	0.0387090025270389	0.00633078039860018
cerebellar cortex morphogenesis	NA	1.6075624941725	-1.77034879945072	1.50244272647544	NA	0.0262945655328498	0.00835677970390053	0.0438302136230116
phospholipase C-activating G protein-coupled receptor signaling pathway	NA	1.44017623238443	NA	1.64601462434715	NA	0.0264392577260919	NA	0.003104219262378
regulation of amyloid-beta clearance	NA	1.65865700994623	NA	NA	NA	0.0265552624551807	NA	NA
negative regulation of interleukin-10 production	NA	1.63302077714485	NA	NA	NA	0.0265552624551807	NA	NA
pseudopodium assembly	NA	1.63298277335761	NA	NA	NA	0.0265552624551807	NA	NA
substrate-dependent cell migration	NA	1.62402305774475	NA	1.58915249992702	NA	0.0265552624551807	NA	0.0300486812888806
monocyte differentiation	NA	1.60351108102041	NA	1.64497716692429	NA	0.0267068238178236	NA	0.0134392495602624
